Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2023,GM,GMX,CADILLAC,XT5 AWD,366LNV4734,2,3.600,MGMXT03.6151,Truck,310,6,47,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.49,24.8,1,Not eqipped,MGMX10064436,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0477690,0.5365700,388.4550000,0.0061090,,0.0230950,0.0014300,22.9000000,MPG,22.5000000,21.7000000,25.7000000,,0.3598930,-0.0543180,-0.4176980,32.680,0.43360,0.024520,13.260,0.11310,0.025510,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 AWD,366LNV4734,2,3.600,MGMXT03.6151,Truck,310,6,47,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.49,24.8,1,Not eqipped,MGMX10064720,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0128210,0.1617670,247.1300000,0.0016700,,0.0104390,,36.0000000,MPG,,,,,-1.9205900,-1.6115600,0.2277380,32.680,0.43360,0.024520,13.260,0.11310,0.025510,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 AWD,366LNV4734,2,3.600,MGMXT03.6151,Truck,310,6,47,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.49,24.8,1,Not eqipped,MGMX10075539,MFR,Yes,MGMX10064436,15.8,4750,25.0,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0477690,0.5365700,391.5000000,0.0061090,,0.0230950,0.0014300,22.7000000,MPG,22.3000000,21.5000000,25.5000000,,0.3598930,-0.0543180,-0.4176980,32.680,0.43360,0.024520,13.260,0.11310,0.025510,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 AWD,366LNV4734,2,3.600,MGMXT03.6151,Truck,310,6,47,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.49,24.8,1,Not eqipped,MGMX10075540,MFR,Yes,MGMX10064720,15.8,4750,25.0,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0128210,0.1617670,250.3000000,0.0016700,,0.0104390,,35.5000000,MPG,,,,,-1.9205900,-1.6115600,0.2277380,32.680,0.43360,0.024520,13.260,0.11310,0.025510,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 FWD,206LNS5224,1,2.000,MGMXT02.0500,Truck,237,4,1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.47,24.8,1,Not eqipped,MGMX10064748,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0196010,0.5104580,306.4900000,0.0087860,0.0006680,0.0073160,0.0007940,29.0000000,MPG,27.0000000,28.9000000,30.7000000,,1.0399000,0.4703110,-0.5875980,31.550,0.42980,0.022090,13.240,0.14530,0.023080,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 FWD,206LNS5224,1,2.000,MGMXT02.0500,Truck,237,4,1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.47,24.8,1,Not eqipped,MGMX10064749,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0261690,0.4278370,211.8070000,0.0053400,,0.0100130,,41.8000000,MPG,,,,,0.8733520,0.5433870,-0.7454030,31.550,0.42980,0.022090,13.240,0.14530,0.023080,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 FWD,366LNV4734,3,3.600,MGMXT03.6151,Truck,310,6,46,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.49,24.8,1,Not eqipped,MGMX10064438,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0485240,0.4734910,372.3610000,0.0058110,,0.0206530,0.0010420,23.9000000,MPG,24.1000000,22.5000000,26.7000000,,1.2373200,0.7103520,0.2305170,30.350,0.44320,0.022490,10.940,0.21340,0.022840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 FWD,366LNV4734,3,3.600,MGMXT03.6151,Truck,310,6,46,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.49,24.8,1,Not eqipped,MGMX10064721,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0117660,0.1662380,239.7330000,0.0014620,,0.0100580,,37.0000000,MPG,,,,,-0.4234650,-0.4637670,0.3226270,30.350,0.44320,0.022490,10.940,0.21340,0.022840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 FWD,366LNV4734,3,3.600,MGMXT03.6151,Truck,310,6,46,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.49,24.8,1,Not eqipped,MGMX10075537,MFR,Yes,MGMX10064438,14.9,4500,25.0,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0485240,0.4734910,375.0000000,0.0058110,,0.0206530,0.0010420,23.7000000,MPG,23.9000000,22.3000000,26.5000000,,1.2373200,0.7103520,0.2305170,30.350,0.44320,0.022490,10.940,0.21340,0.022840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT5 FWD,366LNV4734,3,3.600,MGMXT03.6151,Truck,310,6,46,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.49,24.8,1,Not eqipped,MGMX10075538,MFR,Yes,MGMX10064721,14.9,4500,25.0,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0117660,0.1662380,244.1000000,0.0014620,,0.0100580,,36.4000000,MPG,,,,,-0.4234650,-0.4637670,0.3226270,30.350,0.44320,0.022490,10.940,0.21340,0.022840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT6 AWD,206MNN4813,0,2.000,MGMXT02.0500,Truck,237,4,8,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.47,24.8,1,Not eqipped,MGMX10064211,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0286800,0.9972960,334.8540000,0.0082110,0.0011380,0.0115440,0.0006270,26.4000000,MPG,25.1000000,26.4000000,27.8000000,,0.1837510,0.2971520,-0.4649690,37.160,0.42900,0.024000,16.530,0.08940,0.026310,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT6 AWD,206MNN4813,0,2.000,MGMXT02.0500,Truck,237,4,8,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.47,24.8,1,Not eqipped,MGMX10064212,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0320080,0.4860430,239.6120000,0.0035630,,0.0127610,,37.0000000,MPG,,,,,1.3024000,1.3036100,-0.1841370,37.160,0.42900,0.024000,16.530,0.08940,0.026310,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT6 AWD,366LNV4734,0,3.600,MGMXT03.6151,Truck,310,6,47,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.49,24.8,1,Not eqipped,MGMX10064432,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0476040,0.4591620,395.3730000,0.0061520,,0.0219260,0.0013700,22.5000000,MPG,22.6000000,21.2000000,25.1000000,,1.4099600,0.7800640,0.0833680,34.180,0.43930,0.024570,17.920,0.16070,0.025130,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT6 AWD,366LNV4734,0,3.600,MGMXT03.6151,Truck,310,6,47,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.49,24.8,1,Not eqipped,MGMX10064716,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0102170,0.1321910,255.1410000,0.0018960,,0.0085640,,34.9000000,MPG,,,,,3.7548300,2.6456600,-0.2704900,34.180,0.43930,0.024570,17.920,0.16070,0.025130,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT6 FWD,206LNS5224,3,2.000,MGMXT02.0500,Truck,237,4,1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.47,24.8,1,Not eqipped,MGMX10064752,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0248470,0.6967670,328.5620000,0.0095090,0.0008930,0.0113500,0.0022610,27.0000000,MPG,25.5000000,26.7000000,28.8000000,,0.9942260,0.4320100,-0.0464380,34.730,0.43970,0.022990,15.990,0.15650,0.023840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CADILLAC,XT6 FWD,206LNS5224,3,2.000,MGMXT02.0500,Truck,237,4,1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.47,24.8,1,Not eqipped,MGMX10064753,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0267240,0.4589880,227.8070000,0.0090730,,0.0118690,,38.9000000,MPG,,,,,6.9514500,5.1293400,-0.5891940,34.730,0.43970,0.022990,15.990,0.15650,0.023840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BLAZER AWD,20TLNS5881,3,2.000,NGMXT02.0500,Truck,237,4,2,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.47,24.8,1,Not eqipped,NGMX10070034,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0163360,0.3502660,315.2960000,0.0088270,,0.0077490,0.0007750,28.2000000,MPG,26.0000000,28.2000000,29.9000000,,-0.8255430,-0.5855680,-0.7007830,27.780,0.41780,0.025060,14.230,0.13030,0.026350,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BLAZER AWD,20TLNS5881,3,2.000,NGMXT02.0500,Truck,237,4,2,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.47,24.8,1,Not eqipped,NGMX10070035,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0432620,0.8294300,221.1240000,0.0043790,,0.0151150,,40.0000000,MPG,,,,,0.9210380,0.4460590,-0.3143430,27.780,0.41780,0.025060,14.230,0.13030,0.026350,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BLAZER AWD,361LNV5656,2,3.600,MGMXT03.6151,Truck,308,6,49,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.49,25.0,1,Not eqipped,MGMX10075541,MFR,Yes,MGMX10064281,14.6,4500,24.7,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0284410,0.3684050,370.3000000,0.0033200,,0.0123490,0.0004920,24.0000000,MPG,24.1000000,22.7000000,27.0000000,,0.9384670,0.7899950,0.3435570,27.780,0.41780,0.025060,11.430,0.15660,0.025360,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BLAZER AWD,361LNV5656,2,3.600,MGMXT03.6151,Truck,308,6,49,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.49,25.0,1,Not eqipped,MGMX10075542,MFR,Yes,MGMX10064394,14.6,4500,24.7,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0074190,0.0478950,233.9000000,0.0017330,,0.0070550,,38.0000000,MPG,,,,,-0.3591200,-0.0964470,-0.1209840,27.780,0.41780,0.025060,11.430,0.15660,0.025360,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BLAZER FWD,20TLNS5881,2,2.000,NGMXT02.0500,Truck,237,4,1,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.47,24.8,1,Not eqipped,NGMX10070031,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0247840,0.6673600,304.7700000,0.0098960,,0.0102490,0.0007360,29.1000000,MPG,26.9000000,28.9000000,31.3000000,,-0.1593330,-0.1045950,-0.2907410,25.720,0.42830,0.023300,12.030,0.16320,0.024370,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BLAZER FWD,20TLNS5881,2,2.000,NGMXT02.0500,Truck,237,4,1,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.47,24.8,1,Not eqipped,NGMX10070032,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0461460,1.0333500,211.2120000,0.0082030,,0.0148660,,41.8000000,MPG,,,,,1.5947800,1.3377400,-0.2919820,25.720,0.42830,0.023300,12.030,0.16320,0.024370,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EUV,1NY71250,1,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,7.05,96.0,1,Not eqipped,NGMX10068534,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,175.4000000,MPG,,,,,,,,31.120,0.01750,0.022510,15.540,-0.17960,0.022850,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EUV,1NY71250,1,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,7.05,96.0,1,Not eqipped,NGMX10068539,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,149.2000000,MPG,,,,,,,,31.120,0.01750,0.022510,15.540,-0.17960,0.022850,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EUV,1NY71250,1,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,7.05,96.0,1,Not eqipped,NGMX10069121,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,172.9000000,MPG,,,,,,,,31.120,0.01750,0.022510,15.540,-0.17960,0.022850,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EUV,1NY71250,1,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,7.05,96.0,1,Not eqipped,NGMX10069122,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,148.2000000,MPG,,,,,,,,31.120,0.01750,0.022510,15.540,-0.17960,0.022850,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EUV,1NY71250,2,0.010,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,7.05,96.0,1,Not eqipped,NGMX10068541,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,183.5000000,MPG,,,,,,,,31.120,0.01750,0.022510,15.540,-0.17960,0.022850,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EUV,1NY71250,2,0.010,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,7.05,96.0,1,Not eqipped,NGMX10068542,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,149.8000000,MPG,,,,,,,,31.120,0.01750,0.022510,15.540,-0.17960,0.022850,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EV,1NFV5831,0,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,3875,7.05,96.0,1,Not eqipped,NGMX10068599,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,129.0000000,MPG,,,,,,,,30.510,0.01520,0.021510,14.790,-0.10920,0.021170,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EV,1NFV5831,0,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,3875,7.05,96.0,1,Not eqipped,NGMX10068600,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,109.0000000,MPG,,,,,,,,30.510,0.01520,0.021510,14.790,-0.10920,0.021170,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EV,1NFV5831,1,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,3875,7.05,96.0,1,Not eqipped,NGMX10068601,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,132.0000000,MPG,,,,,,,,30.510,0.01520,0.021510,14.790,-0.10920,0.021170,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,BOLT EV,1NFV5831,1,0.001,NGMXV00.0002,Car,200,,1,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,3875,7.05,96.0,1,Not eqipped,NGMX10068602,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,109.0000000,MPG,,,,,,,,30.510,0.01520,0.021510,14.790,-0.10920,0.021170,,,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2354,0,2.000,MGMXV02.0031,Car,275,4,6,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.27,31.1,1,Not eqipped,MGMX10063895,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0201130,0.9977110,390.8460000,0.0184060,,0.0101280,0.0007910,22.7000000,MPG,23.4000000,20.8000000,26.6000000,,0.4740920,-0.1430930,-1.7267000,36.400,0.44590,0.017620,20.290,0.08020,0.019160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2354,0,2.000,MGMXV02.0031,Car,275,4,6,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.27,31.1,1,Not eqipped,MGMX10063896,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0011140,0.1785340,225.3500000,0.0018090,,0.0012740,,39.5000000,MPG,,,,,5.3160900,3.6268100,-0.9888700,36.400,0.44590,0.017620,20.290,0.08020,0.019160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2354,1,2.000,MGMXV02.0031,Car,275,4,6,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.27,31.1,1,Not eqipped,MGMX10063897,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0187670,0.8999530,376.8010000,0.0161270,,0.0100160,0.0011040,23.5000000,MPG,24.2000000,21.5000000,28.0000000,,-0.4952060,-0.7262920,-2.2107300,30.710,0.43440,0.016910,13.910,0.07470,0.018350,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2354,1,2.000,MGMXV02.0031,Car,275,4,6,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.27,31.1,1,Not eqipped,MGMX10063898,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0043240,0.1818120,209.1760000,0.0032350,,0.0035820,,42.5000000,MPG,,,,,6.9569000,4.8899800,-0.8923740,30.710,0.43440,0.016910,13.910,0.07470,0.018350,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2354,2,2.000,NGMXV02.0031,Car,275,4,6,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.27,31.1,1,Not eqipped,NGMX10068199,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0287630,1.0117600,376.8810000,0.0262610,,0.0160430,0.0024790,23.5000000,MPG,23.8000000,21.9000000,27.0000000,,0.2634910,0.2152740,-1.2602700,37.290,0.44910,0.017610,17.420,0.13850,0.018330,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2354,2,2.000,NGMXV02.0031,Car,275,4,6,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,3.27,31.1,1,Not eqipped,NGMX10068200,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0165260,0.9950430,222.8760000,0.0252360,,0.0111350,,39.6000000,MPG,,,,,2.1703500,1.6664200,-0.8392920,37.290,0.44910,0.017610,17.420,0.13850,0.018330,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2356,0,2.000,MGMXV02.0031,Car,275,4,7,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.27,27.0,1,Not eqipped,MGMX10063754,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0199590,0.5704600,323.6400000,0.0156370,,0.0093520,0.0015330,27.4000000,MPG,26.3000000,26.5000000,30.4000000,,-0.1468490,-0.2652990,-0.4923090,28.710,0.42400,0.018210,15.770,-0.01670,0.020570,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,201MAV2356,0,2.000,MGMXV02.0031,Car,275,4,7,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.27,27.0,1,Not eqipped,MGMX10063755,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0067700,0.1182930,203.2050000,0.0035220,,0.0043610,,43.8000000,MPG,,,,,2.2828400,1.3928000,-0.4059240,28.710,0.42400,0.018210,15.770,-0.01670,0.020570,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,3612A34394,0,3.600,NGMXV03.6165,Car,335,6,75,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.77,22.2,1,Not eqipped,NGMX10073450,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0347520,0.4579910,396.4950000,0.0034090,,0.0165990,0.0011490,22.5000000,MPG,23.4000000,20.7000000,25.6000000,,-1.2367200,-0.7719170,-0.6577030,36.910,-0.10710,0.025790,19.930,-0.08460,0.022590,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,3612A34394,0,3.600,NGMXV03.6165,Car,335,6,75,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.77,22.2,1,Not eqipped,NGMX10073451,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0078450,0.0209380,229.3110000,0.0044860,,0.0069100,,38.9000000,MPG,,,,,1.6995200,1.0398600,-0.0898670,36.910,-0.10710,0.025790,19.930,-0.08460,0.022590,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,361KAN2225,0,3.600,LGMXV03.6165,Car,335,6,76,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,3.27,31.1,1,Not eqipped,LGMX10059819,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0528670,0.7398330,432.8720000,0.0150340,,0.0266990,0.0024680,20.5000000,MPG,22.5000000,18.3000000,24.7000000,,1.2164800,0.1670360,-1.2301200,35.430,0.44240,0.017450,15.190,0.11850,0.019460,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,361KAN2225,0,3.600,LGMXV03.6165,Car,335,6,76,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,3.27,31.1,1,Not eqipped,LGMX10059820,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0168390,0.2311510,243.0200000,0.0032210,,0.0130810,,36.6000000,MPG,,,,,9.1427100,6.7770200,-0.4363550,35.430,0.44240,0.017450,15.190,0.11850,0.019460,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,361LAN2129,6,3.600,PGMXV03.6165,Car,335,6,75A,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,2.77,22.2,1,Not eqipped,PGMX10075517,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0359630,0.4432180,385.1060000,0.0082150,,0.0172640,0.0018300,23.1000000,MPG,24.1000000,21.4000000,26.4000000,,-0.8288330,-0.7121070,-0.6903580,32.640,0.12380,0.022890,3.840,0.38430,0.016880,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,CHEVROLET,CAMARO,361LAN2129,6,3.600,PGMXV03.6165,Car,335,6,75A,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,2.77,22.2,1,Not eqipped,PGMX10075518,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0065690,0.0153790,215.4640000,0.0055490,,0.0061630,,41.5000000,MPG,,,,,4.3054900,3.2135300,-0.0247720,32.640,0.12380,0.022890,3.840,0.38430,0.016880,TWC,Three-way catalyst,N,,,N,No averaging
