Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10075636,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0205240,0.2248290,305.6770000,0.0064810,,0.0076390,,29.1000000,MPG,,,,,-0.1917730,-0.1649830,-0.4326840,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10075637,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0194240,0.5985220,514.4670000,0.0099930,,0.0060910,,17.3000000,MPG,11.5000000,20.2000000,,,-4.0742600,-2.0697200,-1.4805800,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10076709,MFR,Yes,NGMX10075635,19.3,5500,21.6,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0277400,1.0539800,451.1000000,0.0108330,,0.0117130,0.0003650,19.7000000,MPG,18.7000000,19.4000000,21.4000000,,-1.3960900,-0.7945810,-0.2219880,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10076710,MFR,Yes,NGMX10075636,19.3,5500,21.6,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0205240,0.2248290,294.3000000,0.0064810,,0.0076390,,30.2000000,MPG,,,,,-0.1917730,-0.1649830,-0.4326840,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10076711,MFR,Yes,NGMX10075637,19.3,5500,21.6,90,US06,61,Tier 2 Cert Gasoline,US06,0.0194240,0.5985220,493.7000000,0.0099930,,0.0060910,,18.0000000,MPG,12.0000000,21.0000000,,,-4.0742600,-2.0697200,-1.4805800,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10076712,MFR,Yes,NGMX10075635,21.2,5500,22.2,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0277400,1.0539800,460.5000000,0.0108330,,0.0117130,0.0003650,19.3000000,MPG,18.3000000,19.0000000,21.0000000,,-1.3960900,-0.7945810,-0.2219880,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10076713,MFR,Yes,NGMX10075636,21.2,5500,22.2,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0205240,0.2248290,308.6000000,0.0064810,,0.0076390,,28.8000000,MPG,,,,,-0.1917730,-0.1649830,-0.4326840,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD,62KPNVT995,1,6.200,NGMXT06.2375,Truck,425,8,72,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.8,1,Not eqipped,NGMX10076714,MFR,Yes,NGMX10075637,21.2,5500,22.2,90,US06,61,Tier 2 Cert Gasoline,US06,0.0194240,0.5985220,519.7000000,0.0099930,,0.0060910,,17.2000000,MPG,11.8000000,20.0000000,,,-4.0742600,-2.0697200,-1.4805800,26.780,0.91660,0.031260,-14.230,0.39530,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075023,MFR,No,,,,,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0118890,1.0594800,473.3690000,0.0458450,0.0001310,0.0013830,,21.4000000,MPG,15.1000000,24.4000000,,,0.0411060,-0.2396830,0.0421090,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075023,MFR,No,,,,,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0118890,1.0594800,473.3690000,0.0458450,0.0001310,0.0013830,,21.4000000,MPG,15.1000000,24.4000000,,,0.0411060,-0.2396830,0.0421090,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,OC,Oxidation catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075023,MFR,No,,,,,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0118890,1.0594800,473.3690000,0.0458450,0.0001310,0.0013830,,21.4000000,MPG,15.1000000,24.4000000,,,0.0411060,-0.2396830,0.0421090,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,DPF,Diesel Particulate Filter,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075132,MFR,No,,,,,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0284900,0.0745920,380.4530000,0.0229060,0.0001210,0.0100690,0.0352560,26.8000000,MPG,23.6000000,27.8000000,27.6000000,,-0.4028330,-0.2056700,-0.3086260,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,OC,Oxidation catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075132,MFR,No,,,,,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0284900,0.0745920,380.4530000,0.0229060,0.0001210,0.0100690,0.0352560,26.8000000,MPG,23.6000000,27.8000000,27.6000000,,-0.4028330,-0.2056700,-0.3086260,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075132,MFR,No,,,,,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0284900,0.0745920,380.4530000,0.0229060,0.0001210,0.0100690,0.0352560,26.8000000,MPG,23.6000000,27.8000000,27.6000000,,-0.4028330,-0.2056700,-0.3086260,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,DPF,Diesel Particulate Filter,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075133,MFR,No,,,,,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0070720,0.0138250,283.1360000,0.0236230,,0.0019260,,36.0000000,MPG,,,,,0.0970520,-0.2915610,0.2540030,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075133,MFR,No,,,,,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0070720,0.0138250,283.1360000,0.0236230,,0.0019260,,36.0000000,MPG,,,,,0.0970520,-0.2915610,0.2540030,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,DPF,Diesel Particulate Filter,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,30KPPV1970,1,3.000,PGMXT03.0354,Truck,305,6,2,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.9,1,Not eqipped,PGMX10075133,MFR,No,,,,,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0070720,0.0138250,283.1360000,0.0236230,,0.0019260,,36.0000000,MPG,,,,,0.0970520,-0.2915610,0.2540030,41.990,0.91240,0.035180,-26.860,0.56820,0.031470,OC,Oxidation catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,53KPPVT968,0,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,22.2,1,Not eqipped,PGMX10074552,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0345930,0.8887190,465.2350000,0.0241160,,0.0209610,0.0012320,19.1000000,MPG,18.1000000,18.6000000,21.1000000,,0.0579250,-0.1017560,-0.2186110,30.790,0.93820,0.031850,-24.180,0.06220,0.033390,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,53KPPVT968,0,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,22.2,1,Not eqipped,PGMX10074553,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0183770,0.4506250,309.7810000,0.0226640,,0.0136190,,28.7000000,MPG,,,,,2.8026300,2.1845200,-0.2445700,30.790,0.93820,0.031850,-24.180,0.06220,0.033390,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,53KPPVT968,0,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,22.2,1,Not eqipped,PGMX10074554,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0393480,1.1991900,504.0260000,0.0744730,,0.0203750,,17.6000000,MPG,11.8000000,20.5000000,,,-2.4404800,-1.3173100,-0.6811580,30.790,0.93820,0.031850,-24.180,0.06220,0.033390,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,53KPPVT968,0,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,22.2,1,Not eqipped,PGMX10074555,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0109600,0.0826400,298.2200000,0.0004100,,0.0096500,,21.1000000,MPG,,,,,4.1960000,3.1300000,-0.2050000,30.790,0.93820,0.031850,-24.180,0.06220,0.033390,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,53KPPVT968,0,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,22.2,1,Not eqipped,PGMX10074556,MFR,No,,,,,90,US06,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),US06,0.0299100,0.5096000,494.9890000,0.0328400,0.0003210,0.0228400,,12.7000000,MPG,8.5000000,14.7000000,,,-2.6030000,-1.2480000,-0.9150000,30.790,0.93820,0.031850,-24.180,0.06220,0.033390,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,53KPPVT968,0,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,22.2,1,Not eqipped,PGMX10074558,MFR,No,,,,,31,Federal fuel 3-day exhaust,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0514000,0.4554300,458.8120000,0.0265500,0.0005745,0.0387000,0.0017200,13.7000000,MPG,,,,,2.5760000,1.2380000,0.4060000,30.790,0.93820,0.031850,-24.180,0.06220,0.033390,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,62KPNVT995,2,6.200,NGMXT06.2375,Truck,425,8,73,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,22.2,1,Not eqipped,NGMX10075638,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0400300,1.2149600,511.8640000,0.0067810,,0.0123530,0.0003560,17.3000000,MPG,16.4000000,17.1000000,18.7000000,,0.3098230,-0.0550540,-0.7634330,49.650,0.91520,0.034660,-13.260,0.14700,0.035110,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,62KPNVT995,2,6.200,NGMXT06.2375,Truck,425,8,73,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,22.2,1,Not eqipped,NGMX10075639,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0169850,0.2462300,359.7530000,0.0042080,,0.0075440,,24.7000000,MPG,,,,,15.3171000,11.9184000,-0.1530890,49.650,0.91520,0.034660,-13.260,0.14700,0.035110,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,SIERRA 4WD MUD TERRAIN TIRES,62KPNVT995,2,6.200,NGMXT06.2375,Truck,425,8,73,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,6000,3.23,22.2,1,Not eqipped,NGMX10075640,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0185570,0.5615810,569.7080000,0.0086490,,0.0069680,,15.6000000,MPG,10.8000000,17.9000000,,,-5.3515200,-3.1349300,-1.2474300,49.650,0.91520,0.034660,-13.260,0.14700,0.035110,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,TERRAIN AWD,15TPXV5603,0,1.500,PGMXT01.5090,Truck,175,4,4,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.47,26.4,1,Not eqipped,PGMX10075654,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0217580,0.4182210,294.8500000,0.0064930,,0.0145820,0.0005330,30.2000000,MPG,28.7000000,30.0000000,31.7000000,,1.5922700,1.1002500,0.4008140,27.370,0.34340,0.023060,9.040,0.14150,0.023730,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,TERRAIN AWD,15TPXV5603,0,1.500,PGMXT01.5090,Truck,175,4,4,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.47,26.4,1,Not eqipped,PGMX10075655,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0221510,0.4391810,218.4380000,0.0019570,,0.0087370,,40.8000000,MPG,,,,,1.5859400,1.1737100,-0.2554250,27.370,0.34340,0.023060,9.040,0.14150,0.023730,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,TERRAIN AWD,15TPXV5612,0,1.500,PGMXT01.5090,Truck,175,4,4,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.47,26.0,1,Not eqipped,PGMX10075466,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0226770,0.4423910,291.4740000,0.0069330,,0.0124210,0.0006990,30.6000000,MPG,29.3000000,30.1000000,32.3000000,,1.2323900,0.5761600,0.2943480,29.720,0.28710,0.024810,12.110,0.02620,0.025840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,TERRAIN AWD,15TPXV5612,0,1.500,PGMXT01.5090,Truck,175,4,4,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.47,26.0,1,Not eqipped,PGMX10075467,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0372130,0.9767830,219.7020000,0.0017930,,0.0120990,,40.2000000,MPG,,,,,4.3437500,3.2436900,-0.0510560,29.720,0.28710,0.024810,12.110,0.02620,0.025840,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,TERRAIN FWD,15TPXV5603,1,1.500,PGMXT01.5090,Truck,175,4,3,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.47,26.4,1,Not eqipped,PGMX10076786,MFR,Yes,PGMX10075565,13.5,3750,26.4,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0107770,0.2827090,210.1000000,0.0021970,,0.0059060,,42.3000000,MPG,,,,,8.5694900,6.4397800,0.0945970,27.100,0.26010,0.024160,8.060,0.02030,0.025410,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,TERRAIN FWD,15TPXV5603,1,1.500,PGMXT01.5090,Truck,175,4,3,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.47,26.4,1,Not eqipped,PGMX10076787,MFR,Yes,PGMX10075761,13.5,3750,26.4,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0249250,0.3221650,283.0000000,0.0077320,,0.0168470,0.0009470,31.4000000,MPG,30.0000000,31.0000000,33.5000000,,1.4559000,1.0606600,0.8768590,27.100,0.26010,0.024160,8.060,0.02030,0.025410,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,TERRAIN FWD,15TPXV5603,1,1.500,PGMXT01.5090,Truck,175,4,3,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.47,26.4,1,Not eqipped,PGMX10076797,MFR,Yes,PGMX10075760,13.5,3750,26.4,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0280450,0.4634990,283.0000000,0.0075650,,0.0174930,0.0011760,31.4000000,MPG,30.0000000,31.1000000,33.8000000,,3.5208700,2.4114300,0.9155370,27.100,0.26010,0.024160,8.060,0.02030,0.025410,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 2WD,30KLME1981,3,3.000,NGMXT03.0353,Truck,277,6,23,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.8,1,Not eqipped,NGMX10071320,MFR,No,,,,,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0588230,0.1169380,374.0580000,0.0573480,0.0000120,0.0185100,0.0264890,27.2000000,MPG,23.0000000,29.1000000,27.6000000,,-1.8333000,-1.4692700,-0.4721080,34.290,0.74610,0.031480,-29.160,0.54730,0.028900,OC,Oxidation catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 2WD,30KLME1981,3,3.000,NGMXT03.0353,Truck,277,6,23,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.8,1,Not eqipped,NGMX10071320,MFR,No,,,,,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0588230,0.1169380,374.0580000,0.0573480,0.0000120,0.0185100,0.0264890,27.2000000,MPG,23.0000000,29.1000000,27.6000000,,-1.8333000,-1.4692700,-0.4721080,34.290,0.74610,0.031480,-29.160,0.54730,0.028900,OT,Other,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 2WD,30KLME1981,3,3.000,NGMXT03.0353,Truck,277,6,23,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.8,1,Not eqipped,NGMX10071320,MFR,No,,,,,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0588230,0.1169380,374.0580000,0.0573480,0.0000120,0.0185100,0.0264890,27.2000000,MPG,23.0000000,29.1000000,27.6000000,,-1.8333000,-1.4692700,-0.4721080,34.290,0.74610,0.031480,-29.160,0.54730,0.028900,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 2WD,30KLME1981,3,3.000,NGMXT03.0353,Truck,277,6,23,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.8,1,Not eqipped,NGMX10071321,MFR,No,,,,,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0055710,0.0312950,267.3470000,0.0058220,,0.0023280,,38.1000000,MPG,,,,,3.5274100,2.7412100,-0.1018680,34.290,0.74610,0.031480,-29.160,0.54730,0.028900,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 2WD,30KLME1981,3,3.000,NGMXT03.0353,Truck,277,6,23,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.8,1,Not eqipped,NGMX10071321,MFR,No,,,,,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0055710,0.0312950,267.3470000,0.0058220,,0.0023280,,38.1000000,MPG,,,,,3.5274100,2.7412100,-0.1018680,34.290,0.74610,0.031480,-29.160,0.54730,0.028900,OT,Other,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 2WD,30KLME1981,3,3.000,NGMXT03.0353,Truck,277,6,23,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.8,1,Not eqipped,NGMX10071321,MFR,No,,,,,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0055710,0.0312950,267.3470000,0.0058220,,0.0023280,,38.1000000,MPG,,,,,3.5274100,2.7412100,-0.1018680,34.290,0.74610,0.031480,-29.160,0.54730,0.028900,OC,Oxidation catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 4WD,53KLNVT000,1,5.300,NGMXT05.3386,Truck,355,8,30,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.6,1,Not eqipped,NGMX10069792,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0545200,1.5290900,470.6820000,0.0051980,,0.0258300,0.0010390,18.8000000,MPG,17.5000000,18.9000000,19.8000000,,-0.9382380,-0.7699450,-0.6089840,43.510,0.76260,0.034420,-20.320,-0.35460,0.041590,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 4WD,53KLNVT000,1,5.300,NGMXT05.3386,Truck,355,8,30,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.6,1,Not eqipped,NGMX10069792,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0545200,1.5290900,470.6820000,0.0051980,,0.0258300,0.0010390,18.8000000,MPG,17.5000000,18.9000000,19.8000000,,-0.9382380,-0.7699450,-0.6089840,43.510,0.76260,0.034420,-3.760,0.19000,0.034430,TWC,Three-way catalyst,N,,,N,No averaging
2023,GM,GMX,GMC,YUKON XL 4WD,53KLNVT000,1,5.300,NGMXT05.3386,Truck,355,8,30,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.23,21.6,1,Not eqipped,NGMX10069793,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0207920,0.6114010,320.8660000,0.0022660,,0.0120690,,27.6000000,MPG,,,,,2.5463000,1.7842300,-0.2884620,43.510,0.76260,0.034420,-3.760,0.19000,0.034430,TWC,Three-way catalyst,N,,,N,No averaging
